"danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","preference"
0.751,0.673,-6.855,0.0824,0.262,0.000119,0.144,0.657,148.101,"negative"
0.62,0.844,-4.84,0.0944,0.0277,0.00938,0.0885,0.0783,139.963,"positive"
0.815,0.658,-5.515,0.233,0.0425,0,0.118,0.622,164.005,"negative"
0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932,"negative"
0.485,0.872,-4.636,0.0508,0.0984,0.394,0.324,0.0423,170.092,"positive"
0.53,0.58,-6.002,0.0503,0.344,0,0.0997,0.26,131.859,"negative"
0.287,0.0322,-14.445,0.0451,0.995,0.879,0.113,0.249,65.521,"positive"
0.518,0.436,-14.134,0.0349,0.0157,0.000621,0.079,0.27,80.88,"positive"
0.436,0.887,-4.748,0.0799,0.00613,0.00509,0.0993,0.437,165.033,"positive"
0.771,0.553,-8.741,0.121,0.0166,3.78e-05,0.145,0.484,115.002,"positive"
0.714,0.753,-5.952,0.0512,0.0037,0.144,0.724,0.379,124.977,"positive"
0.672,0.574,-4.663,0.0993,0.0303,2.02e-06,0.18,0.106,103.019,"positive"
0.821,0.843,-3.553,0.06,0.0302,0,0.152,0.71,108.011,"negative"
0.551,0.553,-6.569,0.0509,0.152,0.0152,0.125,0.0843,75.015,"positive"
0.408,0.385,-16.604,0.0317,0.424,0.926,0.101,0.399,191.364,"positive"
0.834,0.895,-5.302,0.115,0.0429,0.561,0.336,0.736,123.007,"positive"
0.548,0.593,-8.656,0.0312,0.0563,0.102,0.118,0.111,79.998,"positive"
0.8,0.778,-7.097,0.329,0.0509,0,0.112,0.548,94.11,"negative"
0.391,0.335,-10.064,0.0763,0.389,0,0.102,0.116,174.185,"negative"
0.569,0.759,-4.718,0.053,0.173,0.0229,0.06,0.675,74.987,"positive"
0.61,0.663,-5.704,0.0355,0.0572,0.0103,0.116,0.125,120.05,"positive"
0.486,0.539,-6.876,0.0345,0.0502,0.105,0.0327,0.0928,157.984,"positive"
0.645,0.585,-7.245,0.0437,0.114,0.84,0.182,0.184,95.98,"positive"
0.934,0.427,-5.596,0.089,0.0689,1.53e-06,0.082,0.609,99.978,"negative"
0.863,0.527,-6.896,0.0358,0.607,0.000168,0.107,0.674,129.054,"negative"
0.701,0.642,-6.431,0.145,0.296,0.000543,0.0764,0.318,83.924,"negative"
0.72,0.664,-7.278,0.105,0.00435,0.00252,0.0601,0.268,99.958,"positive"
0.803,0.662,-6.587,0.222,0.371,0.0558,0.369,0.419,115.014,"positive"
0.453,0.959,-4.002,0.0786,0.0033,0.000285,0.425,0.479,105.89,"negative"
0.66,0.775,-4.926,0.172,0.0553,0,0.129,0.635,157.036,"negative"
0.914,0.654,-6.761,0.0611,0.0103,0.0644,0.144,0.42,119.989,"positive"
0.815,0.699,-8.08,0.301,0.0562,0.618,0.368,0.317,104.022,"positive"
0.462,0.951,-5.848,0.739,0.166,0,0.222,0.435,97.804,"positive"
0.394,0.622,-8.258,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,"positive"
0.667,0.737,-6.329,0.0843,0.0212,0.0185,0.275,0.397,120.018,"positive"
0.654,0.301,-16.998,0.0269,0.657,0.000194,0.104,0.656,100.01,"negative"
0.798,0.828,-5.36,0.193,0.0247,2.55e-06,0.121,0.6,124.962,"negative"
0.745,0.862,-5.364,0.0335,0.111,0,0.0905,0.367,130.055,"negative"
0.353,0.482,-12.223,0.056,0.526,0.836,0.858,0.349,115.709,"positive"
0.501,0.407,-13.691,0.109,0.0264,0.000622,0.113,0.109,110.928,"positive"
0.608,0.758,-6.202,0.0552,0.144,0,0.328,0.383,140.031,"positive"
0.216,0.94,-4.442,0.0955,0.00848,0.728,0.0405,0.0904,141.91,"positive"
0.438,0.491,-9.87,0.0727,0.233,8.37e-05,0.148,0.0714,159.986,"positive"
0.316,0.63,-5.963,0.117,0.471,0.262,0.205,0.313,89.643,"negative"
0.793,0.85,-6.696,0.0503,0.297,0.0056,0.0527,0.856,115.966,"negative"
0.773,0.969,-3.161,0.0692,0.00457,0.00813,0.0929,0.432,130.02,"positive"
0.858,0.912,-5.198,0.0902,0.32,0.339,0.292,0.708,121.99,"positive"
0.667,0.754,-2.861,0.0715,0.214,0,0.0532,0.693,104.987,"negative"
0.649,0.453,-7.28,0.085,0.627,0,0.116,0.431,99.183,"positive"
0.617,0.68,-4.435,0.0321,0.426,5.49e-06,0.169,0.313,90.004,"positive"
0.559,0.674,-6.554,0.0552,0.00681,0,0.546,0.808,127.009,"positive"
0.758,0.504,-4.172,0.0673,0.0107,0.167,0.109,0.0329,129.882,"positive"
0.267,0.746,-5.852,0.0681,0.343,0,0.119,0.181,95.135,"positive"
0.33,0.469,-9.286,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,"positive"
0.69,0.211,-15.667,0.0557,0.402,0.0107,0.194,0.0694,140.012,"positive"
0.379,0.398,-12.12,0.0462,0.778,0.902,0.106,0.314,164.043,"positive"
0.54,0.421,-11.89,0.132,0.289,6.08e-05,0.0941,0.0386,118.119,"positive"
0.428,0.403,-5.914,0.209,0.229,0,0.22,0.133,95.387,"positive"
0.823,0.653,-8.017,0.0425,0.0122,0.488,0.0675,0.259,100.03,"positive"
0.686,0.733,-7.901,0.0423,0.623,0.0151,0.103,0.326,126.021,"negative"
0.521,0.682,-9.04,0.446,0.0597,0,0.0745,0.388,86.87,"positive"
0.168,0.0956,-16.33,0.0377,0.929,0.956,0.584,0.0663,85.031,"positive"
0.593,0.66,-7.588,0.0303,0.118,0.000211,0.0918,0.271,113.949,"negative"
0.69,0.577,-12.324,0.071,0.232,0.788,0.132,0.178,126.993,"positive"
0.677,0.766,-6.896,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,"negative"
0.332,0.285,-13.385,0.0307,0.585,0.28,0.0837,0.0395,99.765,"positive"
0.834,0.663,-6.143,0.133,0.235,0,0.372,0.774,121.876,"negative"
0.0975,0.0483,-27.155,0.0473,0.621,0.305,0.0928,0.0601,81.53,"positive"
0.62,0.6,-8.943,0.174,0.319,0.00458,0.0826,0.119,135.985,"positive"
0.739,0.791,-4.796,0.0831,0.00144,0.000157,0.115,0.631,103.494,"positive"
0.0667,0.0227,-24.664,0.0473,0.982,0.934,0.0815,0.0344,73.239,"positive"
0.621,0.36,-19.691,0.0457,0.682,0.91,0.124,0.351,94.011,"positive"
0.528,0.757,-5.423,0.212,0.00957,5.53e-05,0.145,0.304,93.007,"positive"
0.61,0.458,-11.336,0.36,0.696,0.000103,0.0852,0.246,192.099,"positive"
0.748,0.82,-5.504,0.366,0.176,0,0.119,0.501,95.329,"negative"
0.444,0.774,-5.883,0.0427,0.0336,0.0253,0.139,0.0689,76.492,"positive"
0.741,0.469,-7.627,0.0805,0.00601,0.447,0.306,0.313,123.904,"positive"
0.49,0.849,-6.287,0.0272,4.47e-05,0.903,0.358,0.156,140.029,"positive"
0.636,0.59,-7.205,0.0523,0.112,6.23e-06,0.126,0.559,86.055,"negative"
0.768,0.654,-6.223,0.0762,0.203,0.000235,0.168,0.543,102.01,"positive"
0.549,0.594,-3.295,0.0393,0.57,0.105,0.589,0.181,119.827,"positive"
0.825,0.453,-9.077,0.0618,0.76,0.854,0.0809,0.299,139.982,"positive"
0.793,0.445,-9.318,0.143,0.605,0.553,0.0942,0.32,105.973,"positive"
0.496,0.863,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,"positive"
0.64,0.392,-7.246,0.0574,0.0593,0,0.0839,0.502,145.838,"negative"
0.812,0.626,-10.67,0.329,0.212,0.000119,0.176,0.354,102.052,"positive"
0.466,0.39,-13.171,0.0605,0.0181,0.568,0.123,0.0785,104.906,"positive"
0.592,0.173,-19.279,0.0551,0.929,0.953,0.0924,0.352,98.025,"positive"
0.723,0.704,-7.088,0.0571,0.0259,0.00109,0.792,0.684,105.095,"negative"
0.907,0.393,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949,"positive"
0.655,0.551,-5.071,0.0509,0.757,4.53e-06,0.102,0.659,90.992,"positive"
0.714,0.425,-8.064,0.0809,0.403,0.000105,0.115,0.316,99.034,"negative"
0.682,0.868,-3.665,0.307,0.165,2.41e-06,0.0365,0.653,86.871,"negative"
0.515,0.907,-3.831,0.0619,0.0122,0.923,0.115,0.27,136.103,"positive"
0.622,0.672,-9.294,0.0336,0.0509,0.809,0.12,0.457,139.998,"positive"
0.403,0.318,-10.679,0.0549,0.529,0.00542,0.126,0.225,139.699,"positive"
0.489,0.724,-8.367,0.0352,0.313,0.185,0.287,0.15,117.292,"positive"
0.788,0.859,-2.724,0.0856,0.281,0,0.0424,0.822,141.02,"negative"
0.611,0.957,-1.282,0.129,0.0868,0,0.33,0.334,94.911,"negative"
0.798,0.74,-4.865,0.0458,0.0419,1.84e-06,0.157,0.834,128.054,"negative"
0.586,0.655,-5.591,0.0862,0.391,1.84e-05,0.0944,0.538,98.142,"negative"
0.38,0.644,-7.134,0.0862,0.894,0.191,0.125,0.159,119.679,"positive"
0.892,0.448,-8.035,0.109,0.0346,0.000264,0.0889,0.606,130.04,"negative"
0.681,0.781,-10.588,0.0634,0.57,0.711,0.319,0.14,127.963,"positive"
0.753,0.379,-11.646,0.412,0.0933,0.0655,0.588,0.126,140.158,"positive"
0.649,0.864,-5.142,0.0282,0.243,0,0.203,0.737,120.974,"negative"
0.529,0.53,-9.487,0.0314,0.00926,0.869,0.115,0.32,149.958,"positive"
0.634,0.724,-5.842,0.0546,0.00499,0.000193,0.0732,0.309,148.024,"positive"
0.664,0.609,-6.509,0.0707,0.304,0,0.0926,0.194,130.041,"negative"
0.787,0.428,-8.817,0.37,0.0454,0,0.398,0.556,126.056,"positive"
0.604,0.592,-5.333,0.0422,0.152,0,0.253,0.173,91.814,"positive"
0.632,0.509,-7.847,0.0638,0.545,0.934,0.131,0.275,100.037,"positive"
0.819,0.722,-6.456,0.206,0.456,0.39,0.118,0.352,125.041,"negative"
0.494,0.735,-6.326,0.0348,0.000185,8.38e-05,0.086,0.359,125.042,"positive"
0.106,0.138,-14.941,0.0443,0.00562,0.21,0.059,0.0281,92.015,"positive"
0.236,0.787,-4.866,0.0634,0.0379,0.00108,0.374,0.0927,69.348,"positive"
0.427,0.9,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655,"positive"
0.767,0.862,-3.119,0.133,0.0249,4.5e-06,0.0929,0.741,90.035,"negative"
0.684,0.834,-4.524,0.0675,0.0646,0,0.271,0.538,164.02,"positive"
0.712,0.725,-6.995,0.301,0.501,0,0.116,0.775,169.939,"negative"
0.0744,0.0208,-27.712,0.0397,0.956,0.954,0.0847,0.0395,78.872,"positive"
0.692,0.362,-8.229,0.128,0.2,0.349,0.172,0.324,114.99,"positive"
0.343,0.985,-3.174,0.138,0.409,0.00119,0.0517,0.724,201.057,"positive"
0.539,0.596,-8.389,0.0448,0.0026,0.534,0.0881,0.0467,107.736,"positive"
0.435,0.836,-5.78,0.0763,0.000859,2.53e-05,0.136,0.052,173.909,"negative"
0.523,0.716,-5.474,0.0537,0.0259,0.00119,0.0678,0.281,150.021,"positive"
0.663,0.694,-8.627,0.171,0.0253,0,0.0698,0.525,167.953,"positive"
0.376,0.874,-7.62,0.109,0.165,2.81e-06,0.278,0.287,142.399,"positive"
0.649,0.451,-8.993,0.105,0.063,0.286,0.117,0.292,78.003,"positive"
0.763,0.667,-7.422,0.319,0.0592,0.0349,0.544,0.247,140.128,"positive"
0.722,0.331,-7.789,0.0726,0.337,0.282,0.146,0.102,143.961,"positive"
0.648,0.651,-8.92,0.0995,0.298,0.0262,0.252,0.232,107.989,"positive"
0.567,0.498,-11.076,0.0589,0.0671,0.324,0.304,0.0529,77.075,"positive"
0.659,0.558,-11.146,0.0406,0.606,0.877,0.11,0.275,140.016,"positive"
0.256,0.658,-9.944,0.182,0.0232,9.96e-05,0.0782,0.103,146.148,"positive"
0.619,0.803,-3.926,0.0791,0.0668,0,0.19,0.376,127.97,"negative"
0.805,0.816,-4.685,0.346,0.363,0.826,0.121,0.338,124.966,"negative"
0.811,0.698,-7.19,0.314,0.0197,0.074,0.349,0.645,173.95,"positive"
0.47,0.219,-17.861,0.0339,0.403,0.878,0.11,0.0609,88.5,"positive"
0.611,0.696,-5.789,0.112,0.259,0.551,0.186,0.38,145.911,"positive"
0.558,0.73,-6.771,0.0281,0.00315,6.89e-05,0.44,0.545,132.001,"negative"
0.861,0.575,-10.024,0.154,0.0976,0,0.174,0.613,113.013,"negative"
0.481,0.891,-3.75,0.124,0.119,0.0377,0.159,0.193,173.96,"positive"
0.486,0.676,-8.377,0.0974,0.0436,2.43e-05,0.0812,0.293,90.242,"positive"
0.338,0.473,-6.291,0.0326,0.00417,0.000507,0.0779,0.163,120.091,"positive"
0.555,0.811,-5.415,0.0555,0.000919,0.00388,0.0995,0.517,81.992,"positive"
0.412,0.382,-10.366,0.0678,0.854,0.719,0.131,0.729,78.24,"positive"
0.0624,0.0114,-31.369,0.0403,0.88,0.735,0.159,0.0344,64.576,"positive"
0.687,0.793,-4.254,0.166,0.0603,0,0.582,0.751,107.045,"positive"
0.489,0.757,-5.229,0.066,0.116,0.00327,0.754,0.254,89.944,"positive"
0.798,0.7,-7.231,0.175,0.135,3.39e-05,0.263,0.269,125.034,"positive"
0.494,0.675,-7.128,0.117,0.0677,0,0.132,0.338,169.728,"negative"
0.824,0.653,-5.826,0.0821,0.443,0.024,0.078,0.924,120.02,"positive"
0.876,0.519,-6.531,0.143,0.202,0,0.108,0.158,94.981,"positive"
0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,"positive"
0.839,0.733,-5.26,0.273,0.488,8.28e-05,0.0923,0.409,123.14,"negative"
0.643,0.521,-6.065,0.195,0.652,0,0.111,0.332,78.105,"negative"
0.576,0.913,-3.31,0.152,0.0467,3.57e-06,0.314,0.42,120.039,"positive"
0.475,0.732,-8.6,0.264,0.372,0.906,0.0659,0.0961,144.773,"positive"
0.862,0.703,-5.318,0.0976,0.152,1.12e-05,0.0499,0.591,119.979,"negative"
0.153,0.0678,-30.36,0.0411,0.308,0.86,0.169,0.0709,85.836,"positive"
0.704,0.778,-5.331,0.0971,0.00447,0,0.0731,0.821,101.025,"negative"
0.594,0.386,-11.249,0.061,0.176,0.000149,0.11,0.176,90.575,"positive"
0.701,0.828,-5.473,0.385,0.171,0,0.118,0.496,94.199,"negative"
0.817,0.667,-7.16,0.314,0.266,0,0.0496,0.642,95.861,"negative"
0.686,0.718,-7.214,0.163,0.481,9.99e-06,0.108,0.555,174.081,"positive"
0.566,0.581,-5.181,0.043,0.216,0,0.0853,0.152,130.043,"negative"
0.733,0.787,-2.192,0.32,0.229,0,0.169,0.514,73.463,"positive"
0.434,0.891,-6.44,0.495,0.0425,0.0198,0.124,0.338,139.953,"positive"
0.739,0.583,-6.434,0.173,0.33,0.00137,0.122,0.497,140.941,"positive"
0.691,0.549,-13.003,0.0395,0.276,0.908,0.109,0.106,120.999,"positive"
0.231,0.417,-14.736,0.0445,0.374,0.898,0.385,0.0847,101.001,"positive"
0.453,0.835,-8.175,0.0363,0.0605,0.943,0.0993,0.22,118.028,"positive"
0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,"positive"
0.656,0.592,-9.513,0.214,0.129,1.9e-06,0.109,0.617,164.039,"negative"
0.634,0.518,-7.289,0.169,0.107,0.00211,0.233,0.441,133.056,"positive"
0.613,0.417,-11.122,0.698,0.437,0,0.469,0.285,137.267,"positive"
0.734,0.75,-7.462,0.0763,0.00543,0.000513,0.329,0.288,126.013,"negative"
0.7,0.825,-5.234,0.0848,0.183,0.798,0.107,0.115,130.019,"positive"
0.646,0.775,-4.859,0.136,0.00227,0,0.0459,0.752,154.82,"negative"
0.633,0.327,-12.161,0.0451,0.661,5.31e-05,0.354,0.338,148.033,"negative"
0.274,0.871,-9.166,0.129,0.169,0.0194,0.437,0.303,165.921,"positive"
0.366,0.88,-3.574,0.0684,3.31e-05,0.021,0.133,0.374,209.903,"negative"
0.721,0.489,-9.101,0.0286,0.0501,0.919,0.122,0.0416,112.003,"positive"
0.273,0.175,-20.023,0.0322,0.928,0.965,0.111,0.193,134.782,"positive"
0.478,0.634,-6.092,0.0728,0.395,0.00889,0.599,0.121,180.185,"positive"
0.736,0.559,-6.738,0.0605,0.108,1.89e-05,0.145,0.131,94.996,"negative"
0.509,0.938,-3.883,0.0715,0.000644,0.00246,0.14,0.335,94.019,"positive"
0.16,0.269,-8.625,0.0541,0.28,0.0305,0.122,0.0366,62.613,"positive"
0.783,0.783,-5.67,0.039,0.248,0,0.136,0.488,123.018,"negative"
0.656,0.741,-6.711,0.265,0.155,4.31e-06,0.123,0.301,74.801,"positive"
0.569,0.83,-3.236,0.0399,0.000542,0.877,0.0687,0.137,132.017,"positive"
0.528,0.757,-5.423,0.212,0.00957,5.53e-05,0.145,0.304,93.007,"positive"
0.537,0.803,-8.522,0.144,0.00578,0.32,0.103,0.361,111.242,"positive"
0.859,0.525,-8.051,0.0592,0.434,2.34e-05,0.108,0.312,110.066,"negative"
0.633,0.644,-4.579,0.113,0.191,0.000762,0.137,0.48,127.95,"positive"
0.452,0.406,-13.9,0.148,0.789,0.0694,0.158,0.22,119.223,"positive"
0.0779,0.0487,-22.019,0.0377,0.908,0.795,0.094,0.038,72.545,"positive"
0.694,0.858,-7.184,0.0889,0.149,0.832,0.695,0.456,150.019,"positive"
0.444,0.481,-7.819,0.0683,0.0172,0.807,0.0987,0.0724,80.009,"positive"
0.55,0.925,-5.523,0.0775,0.0411,0,0.944,0.679,131.992,"positive"
0.741,0.241,-8.023,0.0836,0.338,0.85,0.178,0.683,90.974,"positive"
0.579,0.596,-4.823,0.0561,0.436,0.0938,0.0549,0.443,119.9,"negative"
0.559,0.681,-14.88,0.061,0.0498,0.687,0.258,0.0758,169.981,"positive"
0.422,0.979,-2.085,0.194,0.00577,0,0.107,0.414,180.09,"negative"
0.618,0.49,-10.266,0.266,0.472,0.912,0.118,0.221,169.9,"positive"
0.71,0.646,-8.654,0.438,0.286,0,0.763,0.638,151.872,"negative"
0.872,0.757,-6.378,0.0679,0.13,0.0228,0.179,0.642,118.993,"negative"
0.287,0.395,-9.808,0.0362,0.679,0.00027,0.19,0.158,147.737,"positive"
0.772,0.598,-8.193,0.0835,0.135,0,0.183,0.318,117.972,"negative"
0.607,0.853,-2.765,0.325,0.0825,0,0.218,0.612,130.012,"positive"
0.803,0.662,-6.587,0.222,0.371,0.0558,0.369,0.419,115.014,"positive"
0.696,0.522,-9.489,0.0872,0.0337,6.35e-06,0.113,0.0934,124.025,"positive"
0.738,0.85,-3.049,0.0642,0.105,0,0.23,0.865,98.013,"negative"
0.532,0.477,-10.811,0.0812,0.303,0,0.13,0.515,81.012,"positive"
0.55,0.419,-10.352,0.0312,0.495,0.302,0.173,0.0774,85.051,"positive"
0.537,0.803,-8.522,0.144,0.00578,0.32,0.103,0.361,111.242,"positive"
0.685,0.76,-3.468,0.0347,0.038,0.00228,0.142,0.261,121.045,"positive"
0.597,0.637,-6.863,0.425,0.0515,0,0.0843,0.28,92.61,"negative"
0.131,0.0173,-32.525,0.0439,0.928,0.926,0.0771,0.0308,145.472,"positive"
0.769,0.766,-5.697,0.0307,0.0899,0.483,0.0868,0.435,120.023,"positive"
0.686,0.538,-8.026,0.0345,0.181,3.13e-06,0.113,0.584,115.884,"negative"
0.804,0.482,-9.589,0.181,0.336,2.59e-05,0.118,0.66,158.048,"negative"
0.788,0.859,-2.724,0.0856,0.281,0,0.0424,0.822,141.02,"negative"
0.742,0.5,-6.876,0.0452,0.0354,0,0.148,0.564,99.997,"positive"
0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,"negative"
0.465,0.549,-9.445,0.164,0.454,0,0.161,0.236,134.939,"positive"
0.566,0.588,-5.967,0.0308,0.0154,2.37e-05,0.111,0.249,82.04,"positive"
0.0822,0.0349,-23.618,0.0487,0.941,0.841,0.095,0.0288,83.907,"positive"
0.415,0.692,-5.746,0.0353,0.00188,0.000419,0.0875,0.217,100.023,"positive"
0.765,0.468,-5.385,0.0685,0.319,1.29e-06,0.159,0.821,129.925,"negative"
0.607,0.698,-4.669,0.221,0.162,1.91e-05,0.117,0.497,74.913,"negative"
0.633,0.628,-6.968,0.0358,0.0165,0,0.154,0.144,140.015,"positive"
0.802,0.757,-5.733,0.0465,0.162,0.000533,0.129,0.869,123.01,"negative"
0.681,0.584,-8.162,0.0512,0.173,0.0059,0.106,0.297,130.018,"positive"
0.565,0.845,-6.397,0.0751,0.262,2.14e-05,0.188,0.394,75.021,"negative"
0.601,0.387,-11.177,0.0469,0.695,0.613,0.104,0.229,113.896,"positive"
0.777,0.833,-5.584,0.0619,0.122,0.00236,0.498,0.633,129.999,"positive"
0.482,0.533,-8.012,0.0861,0.271,0.000246,0.207,0.04,183.969,"positive"
0.628,0.318,-8.887,0.0507,0.807,0.101,0.19,0.492,86.453,"negative"
0.689,0.514,-12.803,0.0383,0.512,0.449,0.0952,0.0963,121.985,"positive"
0.713,0.67,-7.017,0.0661,0.651,0.905,0.0996,0.069,120.041,"positive"
0.618,0.652,-8.023,0.0389,0.0244,0.719,0.147,0.097,124.992,"positive"
0.735,0.755,-3.915,0.059,0.308,0,0.173,0.742,124.023,"negative"
0.26,0.496,-7.665,0.0355,0.0673,0.798,0.21,0.036,102.62,"positive"
0.646,0.563,-9.987,0.11,0.188,0.271,0.0975,0.28,136.033,"positive"
0.599,0.839,-6.708,0.0468,0.123,0.000424,0.261,0.412,95.998,"positive"
0.664,0.921,-3.803,0.104,0.0251,0,0.175,0.766,158.381,"positive"
0.827,0.599,-10.03,0.0672,0.0137,0.36,0.116,0.695,143.966,"positive"
0.831,0.735,-6.254,0.0384,0.00397,0.0205,0.123,0.97,122.979,"positive"
0.0878,0.231,-11.611,0.0365,0.97,0.975,0.0659,0.0393,85.175,"positive"
0.67,0.743,-5.351,0.0343,0.0377,0.00328,0.223,0.328,82.015,"positive"
0.296,0.732,-6.651,0.191,0.0346,0.0016,0.194,0.178,78.948,"positive"
0.603,0.783,-6.891,0.138,0.00353,0,0.216,0.182,87.154,"positive"
0.883,0.581,-6.146,0.0338,0.00248,0.000128,0.178,0.712,111.511,"negative"
0.583,0.866,-4.607,0.331,0.0286,0.000104,0.113,0.203,183.899,"positive"
0.49,0.606,-6.604,0.0424,0.169,0.00106,0.0704,0.119,126.553,"positive"
0.717,0.439,-10.405,0.045,0.399,0.907,0.0963,0.417,125.997,"positive"
0.792,0.56,-7.088,0.275,0.306,0.000537,0.115,0.484,142.487,"negative"
0.812,0.398,-9.832,0.105,0.453,5.4e-06,0.12,0.189,119.955,"positive"
0.49,0.373,-9.762,0.26,0.101,0.000105,0.128,0.346,121.889,"positive"
0.37,0.798,-1.212,0.11,0.122,3.47e-05,0.108,0.224,149.785,"positive"
0.685,0.695,-5.317,0.0378,0.206,2.74e-05,0.142,0.374,134.035,"positive"
0.789,0.419,-9.874,0.157,0.249,0.0257,0.123,0.542,117.988,"positive"
0.557,0.782,-3.899,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,"positive"
0.599,0.857,-5.7,0.299,0.0321,0,0.4,0.469,187.985,"negative"
0.583,0.829,-4.603,0.134,0.00864,0,0.0426,0.575,174.028,"negative"
0.839,0.751,-5.208,0.0924,0.177,0,0.067,0.525,127.996,"negative"
0.646,0.228,-17.779,0.0424,0.676,0.878,0.0905,0.227,118.91,"positive"
0.332,0.657,-8.352,0.0706,0.128,7.58e-05,0.223,0.154,66.893,"negative"
0.601,0.437,-10.202,0.293,0.311,0.00759,0.102,0.0661,140.021,"positive"
0.597,0.724,-7.764,0.0487,0.00268,0,0.111,0.325,110.016,"positive"
0.46,0.552,-9.441,0.157,0.443,0,0.162,0.235,134.848,"positive"
0.616,0.919,-7.636,0.297,0.39,3.75e-06,0.248,0.546,145.026,"negative"
0.877,0.529,-5.701,0.172,0.181,0.713,0.0646,0.326,94.993,"positive"
0.485,0.545,-6.872,0.0351,0.0504,0.126,0.0327,0.0862,157.897,"positive"
0.802,0.652,-6.779,0.0539,0.107,0.000619,0.295,0.815,130.046,"negative"
0.716,0.56,-10.456,0.0502,0.0247,2.73e-05,0.12,0.39,104.936,"positive"
0.686,0.634,-6.856,0.0369,0.228,0.0667,0.134,0.234,98.001,"positive"
0.793,0.781,-7.17,0.0653,0.332,0.0579,0.0939,0.219,121.01,"positive"
0.148,0.19,-14.185,0.0326,0.381,0.00314,0.111,0.0838,160.225,"positive"
0.673,0.788,-5.968,0.152,0.182,0,0.266,0.365,160.019,"negative"
0.539,0.654,-8.522,0.155,0.0676,0.88,0.635,0.0917,93.007,"positive"
0.113,0.0109,-27.272,0.0407,0.887,0.751,0.118,0.0353,93.474,"positive"
0.828,0.84,-5.323,0.0416,0.0751,0.00333,0.154,0.705,123.938,"negative"
0.809,0.68,-5.68,0.238,0.0794,1.4e-06,0.338,0.221,129.418,"negative"
0.638,0.572,-12.05,0.0418,0.0301,3.27e-05,0.155,0.537,99.944,"negative"
0.252,0.918,-8.478,0.181,0.0911,0.00343,0.763,0.572,182.476,"positive"
0.743,0.523,-10.288,0.0867,0.128,0.000124,0.135,0.316,92.006,"positive"
0.763,0.252,-15.012,0.0957,0.0865,9.34e-05,0.0995,0.212,133.924,"positive"
0.875,0.65,-8.914,0.113,0.149,9.48e-06,0.106,0.501,102.971,"negative"
0.304,0.994,-2.838,0.482,0.178,0.000689,0.462,0.054,177.989,"negative"
0.65,0.577,-7.329,0.398,0.193,0,0.094,0.612,82.273,"negative"
0.763,0.737,-4.903,0.178,0.0378,0,0.348,0.544,103.06,"positive"
0.77,0.541,-8.652,0.0971,0.0968,0.00309,0.215,0.129,102.026,"positive"
0.29,0.619,-9.384,0.0468,0.57,0.0211,0.244,0.234,169.646,"positive"
0.791,0.749,-8.744,0.043,0.0213,0.0321,0.079,0.0669,109.997,"positive"
0.889,0.34,-7.773,0.0697,0.218,0.13,0.055,0.716,94.009,"negative"
0.472,0.606,-8.986,0.0353,0.0035,0.905,0.133,0.0358,93.93,"positive"
0.566,0.408,-8.888,0.0572,0.531,0.00112,0.167,0.259,119.932,"positive"
0.51,0.663,-7.896,0.0333,0.179,0.673,0.491,0.075,120.018,"positive"
0.767,0.599,-5.176,0.0404,0.00436,0.0381,0.0714,0.788,137.035,"positive"
0.726,0.73,-8.306,0.0585,0.00453,0.931,0.0775,0.152,95.011,"positive"
0.494,0.749,-3.309,0.185,0.24,0,0.126,0.271,180.228,"negative"
0.598,0.67,-9.205,0.095,0.383,0.805,0.0781,0.189,104.964,"positive"
0.728,0.382,-12.791,0.0636,0.487,0.838,0.213,0.344,130.955,"positive"
0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,"positive"
0.797,0.593,-7.44,0.0471,0.039,0.345,0.111,0.133,117.007,"positive"
0.854,0.806,-8.262,0.0886,0.0209,0.0542,0.0703,0.637,124.927,"negative"
0.583,0.685,-6.978,0.425,0.162,0,0.0858,0.44,155.947,"positive"
0.712,0.562,-6.008,0.129,0.125,0,0.136,0.142,140,"positive"
0.652,0.403,-12.243,0.189,0.859,0.00274,0.0937,0.244,99.122,"positive"
0.532,0.154,-12.897,0.0402,0.917,2.16e-05,0.329,0.192,154.807,"positive"
0.745,0.486,-9.79,0.0553,0.0622,0.000825,0.117,0.518,82.505,"positive"
0.464,0.655,-9.058,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,"positive"
0.629,0.508,-10.079,0.073,0.438,0.00316,0.133,0.465,127.969,"positive"
0.551,0.581,-5.853,0.0415,0.503,1.77e-05,0.119,0.241,129.947,"positive"
